client_id,number_contacts,month,day,contact_duration,previous_campaign_contacts,previous_outcome,campaign_outcome,year,last_contact_date
143,1,may,17,136,0,False,False,2022,2022-05-17 00:00:00
144,1,may,24,73,0,False,False,2022,2022-05-24 00:00:00
145,1,may,6,528,0,False,False,2022,2022-05-06 00:00:00
146,1,may,11,541,0,False,False,2022,2022-05-11 00:00:00
147,1,may,16,338,0,False,False,2022,2022-05-16 00:00:00
148,1,may,28,163,0,False,False,2022,2022-05-28 00:00:00
149,1,may,25,87,0,False,False,2022,2022-05-25 00:00:00
150,1,may,3,301,0,False,False,2022,2022-05-03 00:00:00
151,1,may,22,46,0,False,False,2022,2022-05-22 00:00:00
152,1,may,8,52,0,False,False,2022,2022-05-08 00:00:00
153,1,may,3,204,0,False,False,2022,2022-05-03 00:00:00
154,1,may,12,155,0,False,False,2022,2022-05-12 00:00:00
155,1,may,15,98,0,False,False,2022,2022-05-15 00:00:00
156,1,may,25,71,0,False,False,2022,2022-05-25 00:00:00
157,1,may,29,243,0,False,False,2022,2022-05-29 00:00:00
158,2,may,7,186,0,False,False,2022,2022-05-07 00:00:00
159,2,may,27,579,0,False,False,2022,2022-05-27 00:00:00
160,2,may,3,165,0,False,False,2022,2022-05-03 00:00:00
161,2,may,9,163,0,False,False,2022,2022-05-09 00:00:00
162,1,may,29,46,0,False,False,2022,2022-05-29 00:00:00
163,3,may,15,559,0,False,False,2022,2022-05-15 00:00:00
164,1,may,18,2033,0,False,False,2022,2022-05-18 00:00:00
165,1,may,22,85,0,False,False,2022,2022-05-22 00:00:00
166,1,may,4,506,0,False,False,2022,2022-05-04 00:00:00
167,2,may,12,114,0,False,False,2022,2022-05-12 00:00:00
168,2,may,19,114,0,False,False,2022,2022-05-19 00:00:00
169,2,may,25,843,0,False,False,2022,2022-05-25 00:00:00
170,1,may,12,181,0,False,False,2022,2022-05-12 00:00:00
171,1,may,5,427,0,False,False,2022,2022-05-05 00:00:00
172,1,may,24,292,0,False,False,2022,2022-05-24 00:00:00
173,1,may,7,192,0,False,False,2022,2022-05-07 00:00:00
174,3,may,2,93,0,False,False,2022,2022-05-02 00:00:00
175,2,may,9,128,0,False,False,2022,2022-05-09 00:00:00
176,1,may,29,107,0,False,False,2022,2022-05-29 00:00:00
177,2,may,13,303,0,False,False,2022,2022-05-13 00:00:00
178,1,may,11,81,0,False,False,2022,2022-05-11 00:00:00
179,1,may,30,270,0,False,False,2022,2022-05-30 00:00:00
180,1,may,12,228,0,False,False,2022,2022-05-12 00:00:00
181,1,may,31,240,0,False,False,2022,2022-05-31 00:00:00
182,2,may,20,673,0,False,True,2022,2022-05-20 00:00:00
183,3,may,8,233,0,False,False,2022,2022-05-08 00:00:00
184,1,may,13,102,0,False,False,2022,2022-05-13 00:00:00
185,1,may,19,461,0,False,False,2022,2022-05-19 00:00:00
186,1,may,20,250,0,False,False,2022,2022-05-20 00:00:00
187,1,may,3,130,0,False,False,2022,2022-05-03 00:00:00
188,1,may,18,252,0,False,False,2022,2022-05-18 00:00:00
189,1,may,19,138,0,False,False,2022,2022-05-19 00:00:00
190,1,may,10,412,0,False,False,2022,2022-05-10 00:00:00
191,2,may,19,179,0,False,False,2022,2022-05-19 00:00:00
192,2,may,7,19,0,False,False,2022,2022-05-07 00:00:00
193,2,may,26,228,0,False,False,2022,2022-05-26 00:00:00
194,1,may,31,55,0,False,False,2022,2022-05-31 00:00:00
195,1,may,6,717,0,False,False,2022,2022-05-06 00:00:00
196,1,may,7,313,0,False,False,2022,2022-05-07 00:00:00
197,1,may,29,289,0,False,False,2022,2022-05-29 00:00:00
198,2,may,25,683,0,False,False,2022,2022-05-25 00:00:00
199,1,may,29,1077,0,False,False,2022,2022-05-29 00:00:00
200,2,may,9,146,0,False,False,2022,2022-05-09 00:00:00
201,1,may,15,167,0,False,False,2022,2022-05-15 00:00:00
202,2,may,20,356,0,False,False,2022,2022-05-20 00:00:00
203,1,may,13,277,0,False,False,2022,2022-05-13 00:00:00
204,1,may,9,172,0,False,False,2022,2022-05-09 00:00:00
205,1,may,10,218,0,False,False,2022,2022-05-10 00:00:00
206,1,may,4,217,0,False,False,2022,2022-05-04 00:00:00
207,1,may,26,67,0,False,False,2022,2022-05-26 00:00:00
208,1,may,8,291,0,False,False,2022,2022-05-08 00:00:00
209,1,may,24,248,0,False,False,2022,2022-05-24 00:00:00
210,1,may,19,256,0,False,False,2022,2022-05-19 00:00:00
211,1,may,25,286,0,False,False,2022,2022-05-25 00:00:00
212,1,may,31,477,0,False,False,2022,2022-05-31 00:00:00
213,2,may,5,611,0,False,False,2022,2022-05-05 00:00:00
214,1,may,14,471,0,False,False,2022,2022-05-14 00:00:00
215,2,may,22,381,0,False,False,2022,2022-05-22 00:00:00
216,1,may,2,251,0,False,False,2022,2022-05-02 00:00:00
217,1,may,20,408,0,False,False,2022,2022-05-20 00:00:00
218,1,may,29,287,0,False,False,2022,2022-05-29 00:00:00
219,3,may,9,322,0,False,False,2022,2022-05-09 00:00:00
220,2,may,20,216,0,False,False,2022,2022-05-20 00:00:00
221,2,may,26,366,0,False,False,2022,2022-05-26 00:00:00
222,1,may,26,210,0,False,False,2022,2022-05-26 00:00:00
223,1,may,19,288,0,False,False,2022,2022-05-19 00:00:00
224,1,may,15,168,0,False,False,2022,2022-05-15 00:00:00
225,1,may,17,132,0,False,False,2022,2022-05-17 00:00:00
226,2,may,26,64,0,False,False,2022,2022-05-26 00:00:00
227,2,may,8,209,0,False,False,2022,2022-05-08 00:00:00
228,3,may,9,410,0,False,False,2022,2022-05-09 00:00:00
229,1,may,19,177,0,False,False,2022,2022-05-19 00:00:00
230,2,may,6,580,0,False,False,2022,2022-05-06 00:00:00
231,1,may,23,165,0,False,False,2022,2022-05-23 00:00:00
232,2,may,27,127,0,False,False,2022,2022-05-27 00:00:00
233,1,may,17,357,0,False,False,2022,2022-05-17 00:00:00
234,1,may,10,175,0,False,False,2022,2022-05-10 00:00:00
235,1,may,6,300,0,False,False,2022,2022-05-06 00:00:00
236,1,may,19,136,0,False,False,2022,2022-05-19 00:00:00
237,2,may,24,125,0,False,False,2022,2022-05-24 00:00:00
238,2,may,4,189,0,False,False,2022,2022-05-04 00:00:00
239,3,may,2,213,0,False,False,2022,2022-05-02 00:00:00
240,2,may,10,238,0,False,False,2022,2022-05-10 00:00:00
241,1,may,4,124,0,False,False,2022,2022-05-04 00:00:00
242,1,may,2,18,0,False,False,2022,2022-05-02 00:00:00
243,2,may,17,730,0,False,False,2022,2022-05-17 00:00:00
244,1,may,11,40,0,False,False,2022,2022-05-11 00:00:00
245,2,may,16,181,0,False,False,2022,2022-05-16 00:00:00
246,1,may,20,79,0,False,False,2022,2022-05-20 00:00:00
247,2,may,6,142,0,False,False,2022,2022-05-06 00:00:00
248,1,may,10,389,0,False,False,2022,2022-05-10 00:00:00
249,1,may,24,702,0,False,False,2022,2022-05-24 00:00:00
250,1,may,23,151,0,False,False,2022,2022-05-23 00:00:00
251,1,may,7,211,0,False,False,2022,2022-05-07 00:00:00
252,1,may,26,117,0,False,False,2022,2022-05-26 00:00:00
253,3,may,24,232,0,False,False,2022,2022-05-24 00:00:00
254,2,may,8,408,0,False,False,2022,2022-05-08 00:00:00
255,3,may,15,370,0,False,False,2022,2022-05-15 00:00:00
256,2,may,6,179,0,False,False,2022,2022-05-06 00:00:00
257,1,may,1,46,0,False,False,2022,2022-05-01 00:00:00
258,1,may,22,200,0,False,False,2022,2022-05-22 00:00:00
259,1,may,4,50,0,False,False,2022,2022-05-04 00:00:00
260,1,may,7,181,0,False,False,2022,2022-05-07 00:00:00
261,1,may,26,119,0,False,False,2022,2022-05-26 00:00:00
262,1,may,17,361,0,False,False,2022,2022-05-17 00:00:00
263,3,may,16,73,0,False,False,2022,2022-05-16 00:00:00
264,2,may,24,67,0,False,False,2022,2022-05-24 00:00:00
265,1,may,10,350,0,False,False,2022,2022-05-10 00:00:00
266,2,may,18,150,0,False,False,2022,2022-05-18 00:00:00
267,2,may,9,332,0,False,False,2022,2022-05-09 00:00:00
268,2,may,13,611,0,False,False,2022,2022-05-13 00:00:00
269,3,may,25,58,0,False,False,2022,2022-05-25 00:00:00
270,1,may,26,151,0,False,False,2022,2022-05-26 00:00:00
271,2,may,10,89,0,False,False,2022,2022-05-10 00:00:00
272,1,may,5,152,0,False,False,2022,2022-05-05 00:00:00
273,2,may,25,611,0,False,False,2022,2022-05-25 00:00:00
274,2,may,28,110,0,False,False,2022,2022-05-28 00:00:00
275,1,may,16,463,0,False,False,2022,2022-05-16 00:00:00
276,1,may,8,962,0,False,False,2022,2022-05-08 00:00:00
277,2,may,22,102,0,False,False,2022,2022-05-22 00:00:00
278,4,may,4,10,0,False,False,2022,2022-05-04 00:00:00
279,3,may,31,118,0,False,False,2022,2022-05-31 00:00:00
280,2,may,4,92,0,False,False,2022,2022-05-04 00:00:00
281,3,may,10,143,0,False,False,2022,2022-05-10 00:00:00
282,3,may,9,189,0,False,False,2022,2022-05-09 00:00:00
283,2,may,18,75,0,False,False,2022,2022-05-18 00:00:00
284,2,may,28,189,0,False,False,2022,2022-05-28 00:00:00
285,2,may,11,55,0,False,False,2022,2022-05-11 00:00:00
286,3,may,31,935,0,False,True,2022,2022-05-31 00:00:00
287,2,may,25,56,0,False,False,2022,2022-05-25 00:00:00
288,2,may,15,5,0,False,False,2022,2022-05-15 00:00:00
289,2,may,23,225,0,False,False,2022,2022-05-23 00:00:00
290,2,may,7,125,0,False,False,2022,2022-05-07 00:00:00
291,2,may,9,286,0,False,False,2022,2022-05-09 00:00:00
292,2,may,15,206,0,False,False,2022,2022-05-15 00:00:00
293,2,may,16,164,0,False,False,2022,2022-05-16 00:00:00
294,2,may,5,98,0,False,False,2022,2022-05-05 00:00:00
295,2,may,3,446,0,False,False,2022,2022-05-03 00:00:00
296,2,may,31,742,0,False,False,2022,2022-05-31 00:00:00
297,2,may,6,120,0,False,False,2022,2022-05-06 00:00:00
298,3,may,13,122,0,False,False,2022,2022-05-13 00:00:00
299,4,may,25,362,0,False,False,2022,2022-05-25 00:00:00
300,2,may,19,357,0,False,False,2022,2022-05-19 00:00:00
301,2,may,27,200,0,False,False,2022,2022-05-27 00:00:00
302,2,may,5,107,0,False,False,2022,2022-05-05 00:00:00
303,2,may,13,267,0,False,False,2022,2022-05-13 00:00:00
304,2,may,22,248,0,False,False,2022,2022-05-22 00:00:00
305,2,may,8,215,0,False,False,2022,2022-05-08 00:00:00
306,2,may,22,209,0,False,False,2022,2022-05-22 00:00:00
307,2,may,15,205,0,False,False,2022,2022-05-15 00:00:00
308,3,may,9,261,0,False,False,2022,2022-05-09 00:00:00
309,2,may,20,83,0,False,False,2022,2022-05-20 00:00:00
310,3,may,13,106,0,False,False,2022,2022-05-13 00:00:00
311,2,may,27,106,0,False,False,2022,2022-05-27 00:00:00
312,2,may,28,108,0,False,False,2022,2022-05-28 00:00:00
313,2,may,17,214,0,False,False,2022,2022-05-17 00:00:00
314,2,may,9,358,0,False,False,2022,2022-05-09 00:00:00
315,2,may,7,453,0,False,False,2022,2022-05-07 00:00:00
316,2,may,13,364,0,False,False,2022,2022-05-13 00:00:00
317,2,may,19,136,0,False,False,2022,2022-05-19 00:00:00
318,2,may,20,173,0,False,False,2022,2022-05-20 00:00:00
319,2,may,7,241,0,False,False,2022,2022-05-07 00:00:00
320,3,may,22,224,0,False,False,2022,2022-05-22 00:00:00
321,2,may,31,148,0,False,False,2022,2022-05-31 00:00:00
322,2,may,10,230,0,False,False,2022,2022-05-10 00:00:00
323,3,may,15,199,0,False,False,2022,2022-05-15 00:00:00
324,2,may,10,196,0,False,False,2022,2022-05-10 00:00:00
325,4,may,23,111,0,False,False,2022,2022-05-23 00:00:00
326,3,may,1,231,0,False,False,2022,2022-05-01 00:00:00
327,3,may,16,316,0,False,False,2022,2022-05-16 00:00:00
328,2,may,27,240,0,False,False,2022,2022-05-27 00:00:00
329,3,may,21,669,0,False,False,2022,2022-05-21 00:00:00
330,2,may,31,425,0,False,False,2022,2022-05-31 00:00:00
331,2,may,9,121,0,False,False,2022,2022-05-09 00:00:00
332,5,may,30,174,0,False,False,2022,2022-05-30 00:00:00
333,5,may,7,88,0,False,False,2022,2022-05-07 00:00:00
334,3,may,1,313,0,False,False,2022,2022-05-01 00:00:00
335,4,may,28,135,0,False,False,2022,2022-05-28 00:00:00
336,2,may,27,152,0,False,False,2022,2022-05-27 00:00:00
337,3,may,29,402,0,False,False,2022,2022-05-29 00:00:00
338,2,may,19,221,0,False,False,2022,2022-05-19 00:00:00
339,2,may,10,213,0,False,False,2022,2022-05-10 00:00:00
340,3,may,5,144,0,False,False,2022,2022-05-05 00:00:00
341,3,may,11,158,0,False,False,2022,2022-05-11 00:00:00
342,3,may,22,220,0,False,False,2022,2022-05-22 00:00:00
343,2,may,26,325,0,False,False,2022,2022-05-26 00:00:00
344,2,may,2,254,0,False,False,2022,2022-05-02 00:00:00
345,2,may,24,503,0,False,False,2022,2022-05-24 00:00:00
346,2,may,26,680,0,False,False,2022,2022-05-26 00:00:00
347,4,may,25,421,0,False,False,2022,2022-05-25 00:00:00
348,3,may,23,130,0,False,False,2022,2022-05-23 00:00:00
349,2,may,3,164,0,False,False,2022,2022-05-03 00:00:00
350,3,may,6,174,0,False,False,2022,2022-05-06 00:00:00
351,2,may,1,113,0,False,False,2022,2022-05-01 00:00:00
352,2,may,22,195,0,False,False,2022,2022-05-22 00:00:00
353,3,may,1,347,0,False,False,2022,2022-05-01 00:00:00
354,2,may,20,208,0,False,False,2022,2022-05-20 00:00:00
355,4,may,7,404,0,False,False,2022,2022-05-07 00:00:00
356,2,may,2,396,0,False,False,2022,2022-05-02 00:00:00
357,2,may,21,98,0,False,False,2022,2022-05-21 00:00:00
358,3,may,28,229,0,False,False,2022,2022-05-28 00:00:00
359,2,may,27,350,0,False,False,2022,2022-05-27 00:00:00
360,3,may,16,88,0,False,False,2022,2022-05-16 00:00:00
361,2,may,30,379,0,False,False,2022,2022-05-30 00:00:00
362,3,may,8,168,0,False,False,2022,2022-05-08 00:00:00
363,3,may,22,190,0,False,False,2022,2022-05-22 00:00:00
364,1,may,24,158,0,False,False,2022,2022-05-24 00:00:00
365,1,may,5,210,0,False,False,2022,2022-05-05 00:00:00
366,1,may,24,102,0,False,False,2022,2022-05-24 00:00:00
367,1,may,8,306,0,False,False,2022,2022-05-08 00:00:00
368,1,may,26,64,0,False,False,2022,2022-05-26 00:00:00
369,1,may,12,218,0,False,False,2022,2022-05-12 00:00:00
370,1,may,2,77,0,False,False,2022,2022-05-02 00:00:00
371,1,may,4,54,0,False,False,2022,2022-05-04 00:00:00
372,1,may,1,344,0,False,False,2022,2022-05-01 00:00:00
373,1,may,16,195,0,False,False,2022,2022-05-16 00:00:00
374,1,may,16,202,0,False,False,2022,2022-05-16 00:00:00
375,1,may,21,286,0,False,False,2022,2022-05-21 00:00:00
376,1,may,11,278,0,False,False,2022,2022-05-11 00:00:00
377,1,may,1,189,0,False,False,2022,2022-05-01 00:00:00
378,1,may,28,83,0,False,False,2022,2022-05-28 00:00:00
379,1,may,26,18,0,False,False,2022,2022-05-26 00:00:00
380,2,may,18,184,0,False,False,2022,2022-05-18 00:00:00
381,1,may,13,235,0,False,False,2022,2022-05-13 00:00:00
382,1,may,21,290,0,False,False,2022,2022-05-21 00:00:00
383,1,may,24,133,0,False,False,2022,2022-05-24 00:00:00
384,1,may,8,318,0,False,False,2022,2022-05-08 00:00:00
385,1,may,7,437,0,False,False,2022,2022-05-07 00:00:00
386,1,may,13,402,0,False,False,2022,2022-05-13 00:00:00
387,4,may,31,501,0,False,False,2022,2022-05-31 00:00:00
388,1,may,2,1201,0,False,True,2022,2022-05-02 00:00:00
389,1,may,10,1030,0,False,True,2022,2022-05-10 00:00:00
390,1,may,3,253,0,False,False,2022,2022-05-03 00:00:00
391,1,may,29,149,0,False,False,2022,2022-05-29 00:00:00
392,1,may,10,144,0,False,False,2022,2022-05-10 00:00:00
393,1,may,24,69,0,False,False,2022,2022-05-24 00:00:00
394,1,may,23,243,0,False,False,2022,2022-05-23 00:00:00
395,2,may,6,769,0,False,False,2022,2022-05-06 00:00:00
396,3,may,3,135,0,False,False,2022,2022-05-03 00:00:00
397,1,may,4,231,0,False,False,2022,2022-05-04 00:00:00
398,2,may,17,442,0,False,False,2022,2022-05-17 00:00:00
399,1,may,5,199,0,False,False,2022,2022-05-05 00:00:00
400,1,may,22,455,0,False,False,2022,2022-05-22 00:00:00
401,1,may,21,152,0,False,False,2022,2022-05-21 00:00:00
402,1,may,23,124,0,False,False,2022,2022-05-23 00:00:00
403,1,may,19,424,0,False,False,2022,2022-05-19 00:00:00
404,1,may,16,43,0,False,False,2022,2022-05-16 00:00:00
405,1,may,4,154,0,False,False,2022,2022-05-04 00:00:00
406,1,may,26,393,0,False,False,2022,2022-05-26 00:00:00
407,2,may,3,203,0,False,False,2022,2022-05-03 00:00:00
408,2,may,23,140,0,False,False,2022,2022-05-23 00:00:00
409,1,may,30,326,0,False,False,2022,2022-05-30 00:00:00
410,1,may,3,483,0,False,False,2022,2022-05-03 00:00:00
411,1,may,12,259,0,False,False,2022,2022-05-12 00:00:00
412,1,may,1,227,0,False,False,2022,2022-05-01 00:00:00
413,1,may,1,673,0,False,False,2022,2022-05-01 00:00:00
414,1,may,23,576,0,False,False,2022,2022-05-23 00:00:00
415,2,may,24,180,0,False,False,2022,2022-05-24 00:00:00
416,1,may,18,90,0,False,False,2022,2022-05-18 00:00:00
417,1,may,22,505,0,False,False,2022,2022-05-22 00:00:00
418,1,may,3,245,0,False,False,2022,2022-05-03 00:00:00
419,1,may,23,186,0,False,False,2022,2022-05-23 00:00:00
420,1,may,5,208,0,False,False,2022,2022-05-05 00:00:00
421,1,may,30,623,0,False,False,2022,2022-05-30 00:00:00
422,1,may,8,180,0,False,False,2022,2022-05-08 00:00:00
423,3,may,11,496,0,False,False,2022,2022-05-11 00:00:00
424,1,may,20,118,0,False,False,2022,2022-05-20 00:00:00
425,2,may,16,102,0,False,False,2022,2022-05-16 00:00:00
426,1,may,9,342,0,False,False,2022,2022-05-09 00:00:00
427,1,may,1,225,0,False,False,2022,2022-05-01 00:00:00
428,3,may,3,185,0,False,False,2022,2022-05-03 00:00:00
429,1,may,12,276,0,False,False,2022,2022-05-12 00:00:00
430,1,may,29,87,0,False,False,2022,2022-05-29 00:00:00
431,1,may,13,744,0,False,False,2022,2022-05-13 00:00:00
432,1,may,22,262,0,False,False,2022,2022-05-22 00:00:00
